Start Date,End Date,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),7 Day Total Sales ,Spend,Total Advertising Cost of Sales (ACoS) ,Total Return on Advertising Spend (RoAS),Number of Days,Key,Short Key,Impressions Per Day,Spend Per Day,Sales Per Day
10-Jun-21,10-Jun-21,Rainforest,Broad Ad Group,kids bowls,BROAD,kids metal bowls,111,1,0.90%,1.09,24.99,1.09,4.36%,22.93,1,kids metal bowls Rainforest Broad Ad Group kids bowls,kids metal bowls Rainforest,111.0,1.09,24.99
31-May-21,31-May-21,Rainforest,Broad Ad Group,kids bowls,BROAD,kids pasta bowl,8,1,12.50%,0.92,0.0,0.92,0,0.0,1,kids pasta bowl Rainforest Broad Ad Group kids bowls,kids pasta bowl Rainforest,8.0,0.92,0.0
8-Jun-21,8-Jun-21,Rainforest,Broad Ad Group,kids bowls,BROAD,kids popcorn bowls reusable,10,1,10.00%,0.86,0.0,0.86,0,0.0,1,kids popcorn bowls reusable Rainforest Broad Ad Group kids bowls,kids popcorn bowls reusable Rainforest,10.0,0.86,0.0
25-May-21,25-May-21,Rainforest,Broad Ad Group,kids bowls,BROAD,kids ramen bowl,566,3,0.53%,1.16,0.0,3.48,0,0.0,1,kids ramen bowl Rainforest Broad Ad Group kids bowls,kids ramen bowl Rainforest,566.0,3.48,0.0
1-Jun-21,1-Jun-21,Rainforest,Broad Ad Group,kids bowls,BROAD,kids safe bowls,1,1,100.00%,1.57,0.0,1.57,0,0.0,1,kids safe bowls Rainforest Broad Ad Group kids bowls,kids safe bowls Rainforest,1.0,1.57,0.0
8-Jun-21,8-Jun-21,Rainforest,Broad Ad Group,kids bowls,BROAD,kids shallow pasta bowl,1,1,100.00%,1.4,0.0,1.4,0,0.0,1,kids shallow pasta bowl Rainforest Broad Ad Group kids bowls,kids shallow pasta bowl Rainforest,1.0,1.4,0.0
10-Jun-21,10-Jun-21,Rainforest,Broad Ad Group,kids bowls,BROAD,melamine bowls kids,5,1,20.00%,1.31,0.0,1.31,0,0.0,1,melamine bowls kids Rainforest Broad Ad Group kids bowls,melamine bowls kids Rainforest,5.0,1.31,0.0
29-May-21,29-May-21,Rainforest,Broad Ad Group,kids bowls,BROAD,melamine kids bowls,8,1,12.50%,1.6,24.99,1.6,6.40%,15.62,1,melamine kids bowls Rainforest Broad Ad Group kids bowls,melamine kids bowls Rainforest,8.0,1.6,24.99
6-Jun-21,6-Jun-21,Rainforest,Broad Ad Group,kids bowls,BROAD,metal bowls for kids,241,1,0.41%,1.6,0.0,1.6,0,0.0,1,metal bowls for kids Rainforest Broad Ad Group kids bowls,metal bowls for kids Rainforest,241.0,1.6,0.0
1-Jun-21,1-Jun-21,Rainforest,Broad Ad Group,kids bowls,BROAD,metal bowls with lids kids,1,1,100.00%,1.52,0.0,1.52,0,0.0,1,metal bowls with lids kids Rainforest Broad Ad Group kids bowls,metal bowls with lids kids Rainforest,1.0,1.52,0.0
30-May-21,30-May-21,Rainforest,Broad Ad Group,kids bowls,BROAD,nordic ware kids bowls,4,1,25.00%,1.17,0.0,1.17,0,0.0,1,nordic ware kids bowls Rainforest Broad Ad Group kids bowls,nordic ware kids bowls Rainforest,4.0,1.17,0.0
9-Jun-21,9-Jun-21,Rainforest,Broad Ad Group,kids bowls,BROAD,oxo kids bowls,2,1,50.00%,1.69,0.0,1.69,0,0.0,1,oxo kids bowls Rainforest Broad Ad Group kids bowls,oxo kids bowls Rainforest,2.0,1.69,0.0
29-May-21,29-May-21,Rainforest,Broad Ad Group,kids bowls,BROAD,pho bowls for kids,2,1,50.00%,2.02,0.0,2.02,0,0.0,1,pho bowls for kids Rainforest Broad Ad Group kids bowls,pho bowls for kids Rainforest,2.0,2.02,0.0
5-Jun-21,5-Jun-21,Rainforest,Broad Ad Group,kids bowls,BROAD,pottery bowls for kids,1,1,100.00%,1.03,0.0,1.03,0,0.0,1,pottery bowls for kids Rainforest Broad Ad Group kids bowls,pottery bowls for kids Rainforest,1.0,1.03,0.0
26-May-21,26-May-21,Rainforest,Broad Ad Group,kids bowls,BROAD,safe kids bowls set,4,1,25.00%,1.96,0.0,1.96,0,0.0,1,safe kids bowls set Rainforest Broad Ad Group kids bowls,safe kids bowls set Rainforest,4.0,1.96,0.0
5-Jun-21,5-Jun-21,Rainforest,Broad Ad Group,kids bowls,BROAD,small bowl for kids,2,1,50.00%,1.12,0.0,1.12,0,0.0,1,small bowl for kids Rainforest Broad Ad Group kids bowls,small bowl for kids Rainforest,2.0,1.12,0.0
12-Jun-21,12-Jun-21,Rainforest,Broad Ad Group,kids bowls,BROAD,small bowls for kids,4,1,25.00%,1.57,0.0,1.57,0,0.0,1,small bowls for kids Rainforest Broad Ad Group kids bowls,small bowls for kids Rainforest,4.0,1.57,0.0
1-Jun-21,1-Jun-21,Rainforest,Broad Ad Group,kids bowls,BROAD,small kids bowls,9,1,11.11%,0.95,0.0,0.95,0,0.0,1,small kids bowls Rainforest Broad Ad Group kids bowls,small kids bowls Rainforest,9.0,0.95,0.0
8-Jun-21,8-Jun-21,Rainforest,Broad Ad Group,kids bowls,BROAD,vacuum bowls for kids,10,1,10.00%,1.24,0.0,1.24,0,0.0,1,vacuum bowls for kids Rainforest Broad Ad Group kids bowls,vacuum bowls for kids Rainforest,10.0,1.24,0.0
7-Jun-21,7-Jun-21,Rainforest,Broad Ad Group,kids dishes,BROAD,bamboo dish set kids,2,1,50.00%,1.31,24.99,1.31,5.24%,19.08,1,bamboo dish set kids Rainforest Broad Ad Group kids dishes,bamboo dish set kids Rainforest,2.0,1.31,24.99
31-May-21,9-Jun-21,Rainforest,Broad Ad Group,kids dishes,BROAD,bamboo dishes for kids,10,4,40.00%,1.31,49.98,5.25,10.50%,9.52,9,bamboo dishes for kids Rainforest Broad Ad Group kids dishes,bamboo dishes for kids Rainforest,1.1111111111111112,0.5833333333333334,5.553333333333333
11-Jun-21,11-Jun-21,Rainforest,Broad Ad Group,kids dishes,BROAD,bamboo kids dishes,6,3,50.00%,1.4,0.0,4.19,0,0.0,1,bamboo kids dishes Rainforest Broad Ad Group kids dishes,bamboo kids dishes Rainforest,6.0,4.19,0.0
4-Jun-21,4-Jun-21,Rainforest,Broad Ad Group,kids dishes,BROAD,correlle kids dishes,5,1,20.00%,1.06,0.0,1.06,0,0.0,1,correlle kids dishes Rainforest Broad Ad Group kids dishes,correlle kids dishes Rainforest,5.0,1.06,0.0
31-May-21,31-May-21,Rainforest,Broad Ad Group,kids dishes,BROAD,dish pottery for kids,2,1,50.00%,0.93,0.0,0.93,0,0.0,1,dish pottery for kids Rainforest Broad Ad Group kids dishes,dish pottery for kids Rainforest,2.0,0.93,0.0
1-Jun-21,1-Jun-21,Rainforest,Broad Ad Group,kids dishes,BROAD,dishes kids safe,2,1,50.00%,1.29,0.0,1.29,0,0.0,1,dishes kids safe Rainforest Broad Ad Group kids dishes,dishes kids safe Rainforest,2.0,1.29,0.0
28-May-21,28-May-21,Rainforest,Broad Ad Group,kids dishes,BROAD,dishwasher safe kids dishes,1,1,100.00%,2.01,0.0,2.01,0,0.0,1,dishwasher safe kids dishes Rainforest Broad Ad Group kids dishes,dishwasher safe kids dishes Rainforest,1.0,2.01,0.0
1-Jun-21,1-Jun-21,Rainforest,Broad Ad Group,kids dishes,BROAD,ekobo kids dish set,13,1,7.69%,1.1,24.99,1.1,4.40%,22.72,1,ekobo kids dish set Rainforest Broad Ad Group kids dishes,ekobo kids dish set Rainforest,13.0,1.1,24.99
11-Jun-21,11-Jun-21,Rainforest,Broad Ad Group,kids dishes,BROAD,enameled kids dishes,2,1,50.00%,1.76,0.0,1.76,0,0.0,1,enameled kids dishes Rainforest Broad Ad Group kids dishes,enameled kids dishes Rainforest,2.0,1.76,0.0
11-Jun-21,11-Jun-21,Rainforest,Broad Ad Group,kids dishes,BROAD,kid dish set,1,1,100.00%,2.02,0.0,2.02,0,0.0,1,kid dish set Rainforest Broad Ad Group kids dishes,kid dish set Rainforest,1.0,2.02,0.0
4-Jun-21,4-Jun-21,Rainforest,Broad Ad Group,kids dishes,BROAD,kid dishes bpa free dishwasher safe,3,1,33.33%,0.83,0.0,0.83,0,0.0,1,kid dishes bpa free dishwasher safe Rainforest Broad Ad Group kids dishes,kid dishes bpa free dishwasher safe Rainforest,3.0,0.83,0.0
12-Jun-21,12-Jun-21,Rainforest,Broad Ad Group,kids dishes,BROAD,kids camping dishes,10,1,10.00%,1.88,0.0,1.88,0,0.0,1,kids camping dishes Rainforest Broad Ad Group kids dishes,kids camping dishes Rainforest,10.0,1.88,0.0
30-May-21,11-Jun-21,Rainforest,Broad Ad Group,kids dishes,BROAD,kids dish set,239,6,2.51%,1.01,0.0,6.08,0,0.0,12,kids dish set Rainforest Broad Ad Group kids dishes,kids dish set Rainforest,19.916666666666668,0.5066666666666667,0.0
28-May-21,9-Jun-21,Rainforest,Broad Ad Group,kids dishes,BROAD,kids dish sets for eating,23,2,8.70%,1.54,0.0,3.08,0,0.0,12,kids dish sets for eating Rainforest Broad Ad Group kids dishes,kids dish sets for eating Rainforest,1.9166666666666667,0.25666666666666665,0.0
31-May-21,12-Jun-21,Rainforest,Broad Ad Group,kids dishes,BROAD,kids dishes for meal,122,6,4.92%,1.5,24.99,8.99,35.97%,2.78,12,kids dishes for meal Rainforest Broad Ad Group kids dishes,kids dishes for meal Rainforest,10.166666666666666,0.7491666666666666,2.0825
31-May-21,4-Jun-21,Rainforest,Broad Ad Group,kids dishes,BROAD,kids dishes set,13,2,15.38%,1.54,0.0,3.08,0,0.0,4,kids dishes set Rainforest Broad Ad Group kids dishes,kids dishes set Rainforest,3.25,0.77,0.0
11-Jun-21,11-Jun-21,Rainforest,Broad Ad Group,kids dishes,BROAD,kids initial dish,1,1,100.00%,1.36,0.0,1.36,0,0.0,1,kids initial dish Rainforest Broad Ad Group kids dishes,kids initial dish Rainforest,1.0,1.36,0.0
26-May-21,26-May-21,Rainforest,Broad Ad Group,kids dishes,BROAD,kids tupperware dish set,2,1,50.00%,1.49,0.0,1.49,0,0.0,1,kids tupperware dish set Rainforest Broad Ad Group kids dishes,kids tupperware dish set Rainforest,2.0,1.49,0.0
1-Jun-21,1-Jun-21,Rainforest,Broad Ad Group,kids dishes,BROAD,melamine kids dishes,179,1,0.56%,1.49,0.0,1.49,0,0.0,1,melamine kids dishes Rainforest Broad Ad Group kids dishes,melamine kids dishes Rainforest,179.0,1.49,0.0
26-May-21,26-May-21,Rainforest,Broad Ad Group,kids dishes,BROAD,mr bones dish set for kids,2,1,50.00%,0.92,0.0,0.92,0,0.0,1,mr bones dish set for kids Rainforest Broad Ad Group kids dishes,mr bones dish set for kids Rainforest,2.0,0.92,0.0
5-Jun-21,5-Jun-21,Rainforest,Broad Ad Group,kids dishes,BROAD,triton kids dishes,2,1,50.00%,1.34,0.0,1.34,0,0.0,1,triton kids dishes Rainforest Broad Ad Group kids dishes,triton kids dishes Rainforest,2.0,1.34,0.0
5-Jun-21,5-Jun-21,Rainforest,Broad Ad Group,kids dishes,BROAD,tupperware kids dishes,1,1,100.00%,1.06,0.0,1.06,0,0.0,1,tupperware kids dishes Rainforest Broad Ad Group kids dishes,tupperware kids dishes Rainforest,1.0,1.06,0.0
27-May-21,27-May-21,Rainforest,Broad Ad Group,plates for toddlers,BROAD,metal toddler plate,60,1,1.67%,1.61,0.0,1.61,0,0.0,1,metal toddler plate Rainforest Broad Ad Group plates for toddlers,metal toddler plate Rainforest,60.0,1.61,0.0
31-May-21,31-May-21,Rainforest,Broad Ad Group,plates for toddlers,BROAD,moana plate set for toddlers,6,1,16.67%,1.48,0.0,1.48,0,0.0,1,moana plate set for toddlers Rainforest Broad Ad Group plates for toddlers,moana plate set for toddlers Rainforest,6.0,1.48,0.0
7-Jun-21,7-Jun-21,Rainforest,Broad Ad Group,plates for toddlers,BROAD,montessori toddler plates,3,1,33.33%,1.06,0.0,1.06,0,0.0,1,montessori toddler plates Rainforest Broad Ad Group plates for toddlers,montessori toddler plates Rainforest,3.0,1.06,0.0
27-May-21,27-May-21,Rainforest,Broad Ad Group,plates for toddlers,BROAD,non breakable plates toddlers,2,1,50.00%,1.25,0.0,1.25,0,0.0,1,non breakable plates toddlers Rainforest Broad Ad Group plates for toddlers,non breakable plates toddlers Rainforest,2.0,1.25,0.0
3-Jun-21,7-Jun-21,Rainforest,Broad Ad Group,plates for toddlers,BROAD,oxo plates for toddlers,11,2,18.18%,1.57,24.99,3.14,12.57%,7.96,4,oxo plates for toddlers Rainforest Broad Ad Group plates for toddlers,oxo plates for toddlers Rainforest,2.75,0.785,6.2475
12-Jun-21,12-Jun-21,Rainforest,Broad Ad Group,plates for toddlers,BROAD,plate toddler,1,1,100.00%,1.46,0.0,1.46,0,0.0,1,plate toddler Rainforest Broad Ad Group plates for toddlers,plate toddler Rainforest,1.0,1.46,0.0
11-Jun-21,11-Jun-21,Rainforest,Broad Ad Group,plates for toddlers,BROAD,plates and bowls for toddlers,2,1,50.00%,0.98,24.99,0.98,3.92%,25.5,1,plates and bowls for toddlers Rainforest Broad Ad Group plates for toddlers,plates and bowls for toddlers Rainforest,2.0,0.98,24.99
9-Jun-21,9-Jun-21,Rainforest,Broad Ad Group,plates for toddlers,BROAD,plates for toddlers,1,1,100.00%,1.43,0.0,1.43,0,0.0,1,plates for toddlers Rainforest Broad Ad Group plates for toddlers,plates for toddlers Rainforest,1.0,1.43,0.0
26-May-21,26-May-21,Rainforest,Broad Ad Group,plates for toddlers,BROAD,safe toddler plates,2,1,50.00%,1.45,29.99,1.45,4.83%,20.68,1,safe toddler plates Rainforest Broad Ad Group plates for toddlers,safe toddler plates Rainforest,2.0,1.45,29.99
29-May-21,29-May-21,Rainforest,Broad Ad Group,plates for toddlers,BROAD,toddler meal plates,3,1,33.33%,1.28,0.0,1.28,0,0.0,1,toddler meal plates Rainforest Broad Ad Group plates for toddlers,toddler meal plates Rainforest,3.0,1.28,0.0
31-May-21,2-Jun-21,Rainforest,Broad Ad Group,plates for toddlers,BROAD,toddler plate set,96,3,3.13%,1.4,0.0,4.2,0,0.0,2,toddler plate set Rainforest Broad Ad Group plates for toddlers,toddler plate set Rainforest,48.0,2.1,0.0
25-May-21,29-May-21,Rainforest,Broad Ad Group,plates for toddlers,BROAD,toddler plates,428,6,1.40%,0.99,54.98,5.92,10.77%,9.29,4,toddler plates Rainforest Broad Ad Group plates for toddlers,toddler plates Rainforest,107.0,1.48,13.745
4-Jun-21,4-Jun-21,Rainforest,Broad Ad Group,plates for toddlers,BROAD,toddler plates 6,2,1,50.00%,1.38,0.0,1.38,0,0.0,1,toddler plates 6 Rainforest Broad Ad Group plates for toddlers,toddler plates 6 Rainforest,2.0,1.38,0.0
30-May-21,30-May-21,Rainforest,Broad Ad Group,plates for toddlers,BROAD,toddler plates characters,2,1,50.00%,1.65,24.99,1.65,6.60%,15.15,1,toddler plates characters Rainforest Broad Ad Group plates for toddlers,toddler plates characters Rainforest,2.0,1.65,24.99
28-May-21,28-May-21,Rainforest,Broad Ad Group,plates for toddlers,BROAD,toddler plates small,8,1,12.50%,1.58,0.0,1.58,0,0.0,1,toddler plates small Rainforest Broad Ad Group plates for toddlers,toddler plates small Rainforest,8.0,1.58,0.0
5-Jun-21,5-Jun-21,Rainforest,Broad Ad Group,plates for toddlers,BROAD,toddler sticky plate,2,1,50.00%,1.68,0.0,1.68,0,0.0,1,toddler sticky plate Rainforest Broad Ad Group plates for toddlers,toddler sticky plate Rainforest,2.0,1.68,0.0
29-May-21,29-May-21,Rainforest,Broad Ad Group,kids plates and bowls,BROAD,bpa free kids plates and bowls,26,1,3.85%,2.29,0.0,2.29,0,0.0,1,bpa free kids plates and bowls Rainforest Broad Ad Group kids plates and bowls,bpa free kids plates and bowls Rainforest,26.0,2.29,0.0
28-May-21,28-May-21,Rainforest,Broad Ad Group,kids plates and bowls,BROAD,kid friendly bowls and plates,2,2,100.00%,1.64,24.99,3.28,13.13%,7.62,1,kid friendly bowls and plates Rainforest Broad Ad Group kids plates and bowls,kid friendly bowls and plates Rainforest,2.0,3.28,24.99
29-May-21,29-May-21,Rainforest,Broad Ad Group,kids plates and bowls,BROAD,kid friendly plates and bowls sets,10,1,10.00%,1.91,0.0,1.91,0,0.0,1,kid friendly plates and bowls sets Rainforest Broad Ad Group kids plates and bowls,kid friendly plates and bowls sets Rainforest,10.0,1.91,0.0
5-Jun-21,5-Jun-21,Rainforest,Broad Ad Group,kids plates and bowls,BROAD,kids bowls and plates,10,1,10.00%,1.53,0.0,1.53,0,0.0,1,kids bowls and plates Rainforest Broad Ad Group kids plates and bowls,kids bowls and plates Rainforest,10.0,1.53,0.0
31-May-21,12-Jun-21,Rainforest,Broad Ad Group,kids plates and bowls,BROAD,kids bowls and plates set,130,5,3.85%,1.23,24.99,6.14,24.57%,4.07,12,kids bowls and plates set Rainforest Broad Ad Group kids plates and bowls,kids bowls and plates set Rainforest,10.833333333333334,0.5116666666666666,2.0825
10-Jun-21,12-Jun-21,Rainforest,Broad Ad Group,kids plates and bowls,BROAD,kids plates and bowls,145,2,1.38%,1.42,0.0,2.83,0,0.0,2,kids plates and bowls Rainforest Broad Ad Group kids plates and bowls,kids plates and bowls Rainforest,72.5,1.415,0.0
25-May-21,27-May-21,Rainforest,Broad Ad Group,kids plates and bowls,BROAD,kids plates and bowls sets,4271,15,0.35%,1.31,0.0,19.69,0,0.0,2,kids plates and bowls sets Rainforest Broad Ad Group kids plates and bowls,kids plates and bowls sets Rainforest,2135.5,9.845,0.0
10-Jun-21,10-Jun-21,Rainforest,Broad Ad Group,kids plates and bowls,BROAD,kids plates and bowls sets dishwasher safe,1,1,100.00%,2.15,0.0,2.15,0,0.0,1,kids plates and bowls sets dishwasher safe Rainforest Broad Ad Group kids plates and bowls,kids plates and bowls sets dishwasher safe Rainforest,1.0,2.15,0.0
10-Jun-21,10-Jun-21,Rainforest,Broad Ad Group,kids plates and bowls,BROAD,kids safe plates and bowls sets,2,1,50.00%,2.25,0.0,2.25,0,0.0,1,kids safe plates and bowls sets Rainforest Broad Ad Group kids plates and bowls,kids safe plates and bowls sets Rainforest,2.0,2.25,0.0
26-May-21,26-May-21,Rainforest,Broad Ad Group,kids plates and bowls,BROAD,non toxic kids plates and bowls,6,1,16.67%,2.27,24.99,2.27,9.08%,11.01,1,non toxic kids plates and bowls Rainforest Broad Ad Group kids plates and bowls,non toxic kids plates and bowls Rainforest,6.0,2.27,24.99
30-May-21,9-Jun-21,Rainforest,Broad Ad Group,kids plates and bowls,BROAD,plates and bowls for kids,17,4,23.53%,1.17,24.99,4.69,18.77%,5.33,10,plates and bowls for kids Rainforest Broad Ad Group kids plates and bowls,plates and bowls for kids Rainforest,1.7,0.46900000000000003,2.4989999999999997
30-May-21,30-May-21,Rainforest,Broad Ad Group,kids plates and bowls,BROAD,plates and bowls sets kid friendly,3,1,33.33%,2.19,0.0,2.19,0,0.0,1,plates and bowls sets kid friendly Rainforest Broad Ad Group kids plates and bowls,plates and bowls sets kid friendly Rainforest,3.0,2.19,0.0
12-Jun-21,12-Jun-21,Rainforest,Broad Ad Group,kids plates and bowls,BROAD,plates and bowls sets kids,2,1,50.00%,1.42,0.0,1.42,0,0.0,1,plates and bowls sets kids Rainforest Broad Ad Group kids plates and bowls,plates and bowls sets kids Rainforest,2.0,1.42,0.0
25-May-21,25-May-21,Rainforest,Broad Ad Group,kids dinnerware,BROAD,5pcs/set bamboo kids dinnerware set,2,2,100.00%,1.1,0.0,2.2,0,0.0,1,5pcs/set bamboo kids dinnerware set Rainforest Broad Ad Group kids dinnerware,5pcs/set bamboo kids dinnerware set Rainforest,2.0,2.2,0.0
6-Jun-21,6-Jun-21,Rainforest,Broad Ad Group,kids dinnerware,BROAD,bamboo dinnerware for kids,15,1,6.67%,1.47,0.0,1.47,0,0.0,1,bamboo dinnerware for kids Rainforest Broad Ad Group kids dinnerware,bamboo dinnerware for kids Rainforest,15.0,1.47,0.0
29-May-21,5-Jun-21,Rainforest,Broad Ad Group,kids dinnerware,BROAD,bamboo kids dinnerware,14,2,14.29%,1.69,0.0,3.37,0,0.0,7,bamboo kids dinnerware Rainforest Broad Ad Group kids dinnerware,bamboo kids dinnerware Rainforest,2.0,0.48142857142857143,0.0
31-May-21,31-May-21,Rainforest,Broad Ad Group,kids dinnerware,BROAD,bpa bps free kids dinnerware,1,1,100.00%,1.25,24.99,1.25,5.00%,19.99,1,bpa bps free kids dinnerware Rainforest Broad Ad Group kids dinnerware,bpa bps free kids dinnerware Rainforest,1.0,1.25,24.99
3-Jun-21,4-Jun-21,Rainforest,Broad Ad Group,kids dinnerware,BROAD,dinnerware for kids,19,2,10.53%,1.46,0.0,2.91,0,0.0,1,dinnerware for kids Rainforest Broad Ad Group kids dinnerware,dinnerware for kids Rainforest,19.0,2.91,0.0
9-Jun-21,9-Jun-21,Rainforest,Broad Ad Group,kids dinnerware,BROAD,dinnerware set for kids,6,1,16.67%,1.03,0.0,1.03,0,0.0,1,dinnerware set for kids Rainforest Broad Ad Group kids dinnerware,dinnerware set for kids Rainforest,6.0,1.03,0.0
9-Jun-21,9-Jun-21,Rainforest,Broad Ad Group,kids dinnerware,BROAD,dinnerware set kids,2,1,50.00%,1.03,0.0,1.03,0,0.0,1,dinnerware set kids Rainforest Broad Ad Group kids dinnerware,dinnerware set kids Rainforest,2.0,1.03,0.0
25-May-21,2-Jun-21,Rainforest,Broad Ad Group,kids dinnerware,BROAD,eco friendly kids dinnerware,18,3,16.67%,1.73,0.0,5.19,0,0.0,8,eco friendly kids dinnerware Rainforest Broad Ad Group kids dinnerware,eco friendly kids dinnerware Rainforest,2.25,0.64875,0.0
29-May-21,29-May-21,Rainforest,Broad Ad Group,kids dinnerware,BROAD,kid friendly dinnerware set made in usa,1,1,100.00%,1.31,0.0,1.31,0,0.0,1,kid friendly dinnerware set made in usa Rainforest Broad Ad Group kids dinnerware,kid friendly dinnerware set made in usa Rainforest,1.0,1.31,0.0
27-May-21,9-Jun-21,Rainforest,Broad Ad Group,kids dinnerware,BROAD,kids bamboo dinnerware sets,85,8,9.41%,1.64,24.99,13.12,52.50%,1.9,13,kids bamboo dinnerware sets Rainforest Broad Ad Group kids dinnerware,kids bamboo dinnerware sets Rainforest,6.538461538461538,1.0092307692307692,1.9223076923076923
30-May-21,30-May-21,Rainforest,Broad Ad Group,kids dinnerware,BROAD,kids blue dinnerware set,1,1,100.00%,1.54,0.0,1.54,0,0.0,1,kids blue dinnerware set Rainforest Broad Ad Group kids dinnerware,kids blue dinnerware set Rainforest,1.0,1.54,0.0
10-Jun-21,11-Jun-21,Rainforest,Broad Ad Group,kids dinnerware,BROAD,kids dinnerware,115,2,1.74%,0.85,0.0,1.7,0,0.0,1,kids dinnerware Rainforest Broad Ad Group kids dinnerware,kids dinnerware Rainforest,115.0,1.7,0.0
25-May-21,11-Jun-21,Rainforest,Broad Ad Group,kids dinnerware,BROAD,kids dinnerware sets,6320,26,0.41%,1.2,99.96,31.26,31.27%,3.2,17,kids dinnerware sets Rainforest Broad Ad Group kids dinnerware,kids dinnerware sets Rainforest,371.7647058823529,1.8388235294117647,5.88
6-Jun-21,6-Jun-21,Rainforest,Broad Ad Group,kids dinnerware,BROAD,kids dishes dinnerware sets bpa free,13,1,7.69%,1.54,0.0,1.54,0,0.0,1,kids dishes dinnerware sets bpa free Rainforest Broad Ad Group kids dinnerware,kids dishes dinnerware sets bpa free Rainforest,13.0,1.54,0.0
3-Jun-21,3-Jun-21,Rainforest,Broad Ad Group,kids dinnerware,BROAD,kids eco friendly dinnerware sets,2,1,50.00%,1.52,0.0,1.52,0,0.0,1,kids eco friendly dinnerware sets Rainforest Broad Ad Group kids dinnerware,kids eco friendly dinnerware sets Rainforest,2.0,1.52,0.0
3-Jun-21,3-Jun-21,Rainforest,Broad Ad Group,kids dinnerware,BROAD,kids sets of dinnerware,1,1,100.00%,1.25,0.0,1.25,0,0.0,1,kids sets of dinnerware Rainforest Broad Ad Group kids dinnerware,kids sets of dinnerware Rainforest,1.0,1.25,0.0
31-May-21,31-May-21,Rainforest,Broad Ad Group,kids dinnerware,BROAD,melamine kids dinnerware sets,8,1,12.50%,1.37,24.99,1.37,5.48%,18.24,1,melamine kids dinnerware sets Rainforest Broad Ad Group kids dinnerware,melamine kids dinnerware sets Rainforest,8.0,1.37,24.99
6-Jun-21,6-Jun-21,Rainforest,Broad Ad Group,bowls for toddlers,BROAD,bakerpan toddler bowls,50,1,2.00%,1.04,0.0,1.04,0,0.0,1,bakerpan toddler bowls Rainforest Broad Ad Group bowls for toddlers,bakerpan toddler bowls Rainforest,50.0,1.04,0.0
10-Jun-21,10-Jun-21,Rainforest,Broad Ad Group,bowls for toddlers,BROAD,bamboo bowl toddler,22,1,4.55%,1.0,0.0,1.0,0,0.0,1,bamboo bowl toddler Rainforest Broad Ad Group bowls for toddlers,bamboo bowl toddler Rainforest,22.0,1.0,0.0
2-Jun-21,2-Jun-21,Rainforest,Broad Ad Group,bowls for toddlers,BROAD,bamboo toddler bowls,3,1,33.33%,1.87,0.0,1.87,0,0.0,1,bamboo toddler bowls Rainforest Broad Ad Group bowls for toddlers,bamboo toddler bowls Rainforest,3.0,1.87,0.0
7-Jun-21,7-Jun-21,Rainforest,Broad Ad Group,bowls for toddlers,BROAD,montessori plates and bowls for toddlers,3,1,33.33%,1.17,24.99,1.17,4.68%,21.36,1,montessori plates and bowls for toddlers Rainforest Broad Ad Group bowls for toddlers,montessori plates and bowls for toddlers Rainforest,3.0,1.17,24.99
29-May-21,29-May-21,Rainforest,Broad Ad Group,bowls for toddlers,BROAD,silicon bowls for toddlers,5,1,20.00%,1.41,0.0,1.41,0,0.0,1,silicon bowls for toddlers Rainforest Broad Ad Group bowls for toddlers,silicon bowls for toddlers Rainforest,5.0,1.41,0.0
9-Jun-21,9-Jun-21,Rainforest,Broad Ad Group,bowls for toddlers,BROAD,toddler bowl,34,1,2.94%,1.29,0.0,1.29,0,0.0,1,toddler bowl Rainforest Broad Ad Group bowls for toddlers,toddler bowl Rainforest,34.0,1.29,0.0
2-Jun-21,2-Jun-21,Rainforest,Broad Ad Group,bowls for toddlers,BROAD,toddler bowl lid,20,1,5.00%,1.65,0.0,1.65,0,0.0,1,toddler bowl lid Rainforest Broad Ad Group bowls for toddlers,toddler bowl lid Rainforest,20.0,1.65,0.0
25-May-21,26-May-21,Rainforest,Broad Ad Group,bowls for toddlers,BROAD,toddler bowls,655,3,0.46%,0.86,0.0,2.58,0,0.0,1,toddler bowls Rainforest Broad Ad Group bowls for toddlers,toddler bowls Rainforest,655.0,2.58,0.0
31-May-21,31-May-21,Rainforest,Broad Ad Group,bowls for toddlers,BROAD,toddler bowls bamboo,45,2,4.44%,1.74,0.0,3.48,0,0.0,1,toddler bowls bamboo Rainforest Broad Ad Group bowls for toddlers,toddler bowls bamboo Rainforest,45.0,3.48,0.0
25-May-21,25-May-21,Rainforest,Broad Ad Group,bowls for toddlers,BROAD,toddler feeding bowls,16,1,6.25%,1.18,0.0,1.18,0,0.0,1,toddler feeding bowls Rainforest Broad Ad Group bowls for toddlers,toddler feeding bowls Rainforest,16.0,1.18,0.0
29-May-21,29-May-21,Rainforest,Broad Ad Group,bowls for toddlers,BROAD,toddler plate and bowl,8,1,12.50%,1.75,0.0,1.75,0,0.0,1,toddler plate and bowl Rainforest Broad Ad Group bowls for toddlers,toddler plate and bowl Rainforest,8.0,1.75,0.0
31-May-21,31-May-21,Rainforest,Broad Ad Group,bowls for toddlers,BROAD,toddler plates and bowls,15,1,6.67%,0.88,0.0,0.88,0,0.0,1,toddler plates and bowls Rainforest Broad Ad Group bowls for toddlers,toddler plates and bowls Rainforest,15.0,0.88,0.0
